date,ave_temp,min_temp,max_temp,motor_actual,min_forcast,max_forecast,motor_est,resid,synthetic_event,synthetic_event_type
2021-08-10,29.16,26.68,33.29,69.51,26.79,33.03,70.73,-1.2199999999999989,0,
2021-08-11,29.82,27.38,33.63,73.87,28.29,33.13,73.29,0.5799999999999983,0,
2021-08-12,29.55,26.99,32.51,73.55,26.63,30.58,70.5,3.049999999999997,0,
2021-08-13,29.47,25.19,33.03,68.58,23.93,33.51,71.79,-3.210000000000008,0,
2021-08-14,26.89,24.19,29.99,67.99,23.71,29.35,70.43,-2.440000000000012,0,
2021-08-15,28.34,23.82,33.4,71.21,23.72,33.28,72.34,-1.1300000000000097,0,
2021-08-16,29.98,25.42,34.02,67.24,24.92,35.55,72.22,-4.980000000000004,0,
2021-08-17,27.99,26.76,31.83,70.03,26.93,32.14,73.07,-3.039999999999992,0,
2021-08-18,26.19,23.5,29.92,68.4,24.0,29.12,70.16,-1.759999999999991,0,
2021-08-19,30.31,28.88,33.93,74.67,27.91,34.58,71.43,3.239999999999995,0,
2021-08-20,29.58,25.78,33.26,70.93,26.1,34.32,69.96,0.9700000000000132,0,
2021-08-21,28.22,25.39,31.86,71.21,25.51,33.3,70.49,0.7199999999999989,0,
2021-08-22,29.31,26.93,33.88,75.26,26.38,33.09,72.11,3.1500000000000057,0,
2021-08-23,29.6,26.35,33.9,72.04,27.39,34.72,72.55,-0.5099999999999909,0,
2021-08-24,28.12,24.69,33.92,71.37,24.08,34.51,69.92,1.4500000000000028,0,
2021-08-25,29.35,27.79,32.45,72.08,28.82,32.0,72.46,-0.3799999999999954,0,
2021-08-26,29.85,27.27,33.77,74.27,26.54,33.81,73.29,0.9799999999999898,0,
2021-08-27,28.61,23.42,32.08,69.07,21.65,32.61,71.22,-2.1500000000000057,0,
2021-08-28,29.12,26.72,32.84,65.75,25.59,32.05,73.75,-8.0,0,
2021-08-29,29.46,26.73,34.72,69.54,26.8,34.0,70.04,-0.5,0,
2021-08-30,28.13,26.08,32.94,74.21,25.55,32.89,68.94,5.269999999999996,0,
2021-08-31,29.09,27.41,34.1,71.77,26.18,34.33,68.34,3.4299999999999926,0,
2021-09-01,26.11,24.41,31.51,76.18,26.12,31.09,72.61,3.5700000000000074,0,
2021-09-02,20.73,13.72,25.46,74.09,14.08,25.21,69.52,4.570000000000007,0,
2021-09-03,23.27,20.74,29.6,69.94,22.31,31.06,69.61,0.3299999999999983,0,
2021-09-04,27.07,23.39,32.81,71.35,21.99,32.9,70.62,0.7299999999999898,0,
2021-09-05,26.04,23.59,30.53,65.8,22.05,28.55,68.08,-2.280000000000001,0,
2021-09-06,22.54,18.0,28.09,71.45,17.29,27.43,72.62,-1.1700000000000017,0,
2021-09-07,27.81,24.28,33.53,72.57,22.29,34.88,70.3,2.269999999999996,0,
2021-09-08,27.44,23.75,29.97,73.93,23.68,30.12,69.47,4.460000000000008,0,
2021-09-09,19.65,14.96,24.1,68.41,13.99,23.54,68.92,-0.5100000000000051,0,
2021-09-10,24.15,18.83,28.73,67.72,20.22,27.48,69.38,-1.6599999999999966,0,
2021-09-11,26.42,22.69,30.91,69.51,22.15,31.35,69.51,0.0,0,
2021-09-12,26.41,23.22,32.1,70.38,22.16,32.02,68.16,2.219999999999999,0,
2021-09-13,23.03,20.0,25.07,63.21,20.21,24.05,68.55,-5.339999999999996,0,
2021-09-14,25.83,21.59,31.7,63.78,21.37,32.61,71.78,-8.0,0,
2021-09-15,26.99,23.69,29.71,68.57,22.47,29.06,70.6,-2.030000000000001,0,
2021-09-16,22.04,19.5,25.96,65.59,20.21,25.38,70.11,-4.519999999999996,0,
2021-09-17,23.07,21.33,27.78,65.41,21.78,26.49,67.29,-1.8800000000000097,0,
2021-09-18,29.41,22.6,34.81,66.94,20.97,35.76,67.49,-0.5499999999999972,0,
2021-09-19,27.5,21.77,32.59,66.63,21.71,31.93,68.3,-1.6700000000000017,0,
2021-09-20,27.76,24.14,31.99,73.92,24.13,31.1,68.55,5.3700000000000045,0,
2021-09-21,23.54,19.45,28.85,70.46,20.09,28.86,69.25,1.2099999999999935,0,
2021-09-22,23.33,21.73,25.28,65.01,22.88,26.41,64.5,0.5100000000000051,0,
2021-09-23,23.28,20.57,28.68,71.94,21.27,28.62,69.76,2.1799999999999926,0,
2021-09-24,28.32,24.55,33.06,63.92,24.04,32.8,67.97,-4.049999999999997,0,
2021-09-25,29.16,26.75,33.6,72.24,27.2,33.52,67.69,4.549999999999997,0,
2021-09-26,23.48,19.34,27.92,65.25,19.64,29.18,65.33,-0.0799999999999983,0,
2021-09-27,23.13,18.56,28.39,66.06,17.98,29.56,64.29,1.769999999999996,0,
2021-09-28,26.37,22.54,29.74,64.85,23.4,28.68,68.28,-3.430000000000007,0,
2021-09-29,27.06,23.0,31.34,61.79,23.4,31.69,67.33,-5.539999999999999,0,
2021-09-30,26.25,22.52,30.81,69.47,21.67,31.18,65.07,4.400000000000006,0,
2021-10-01,18.59,12.71,25.93,66.55,11.97,26.02,63.64,2.9099999999999966,0,
2021-10-02,14.83,9.5,19.54,62.0,8.51,21.81,63.71,-1.7100000000000009,0,
2021-10-03,12.46,6.82,18.61,63.34,7.58,17.69,66.33,-2.989999999999995,0,
2021-10-04,14.79,10.54,20.76,70.3,10.06,20.61,63.89,6.409999999999997,0,
2021-10-05,14.48,13.9,20.09,58.76,13.22,21.9,62.09,-3.3300000000000054,0,
2021-10-06,19.02,14.81,24.9,72.8,14.8,24.9,64.54,8.259999999999991,0,
2021-10-07,17.55,12.34,23.31,61.14,12.6,24.9,63.95,-2.8100000000000023,0,
2021-10-08,17.6,16.88,19.94,63.07,18.18,21.18,59.94,3.1300000000000026,0,
2021-10-09,18.37,15.33,20.63,63.83,14.06,20.4,63.72,0.1099999999999994,0,
2021-10-10,14.75,11.44,22.2,67.04,11.71,22.45,63.51,3.530000000000008,0,
2021-10-11,14.81,9.65,18.71,64.33,10.3,18.41,63.94,0.3900000000000005,0,
2021-10-12,16.45,13.63,21.09,66.73,11.24,19.61,66.24,0.4900000000000091,0,
2021-10-13,18.19,16.45,22.76,68.15,16.95,23.16,65.47,2.680000000000007,0,
2021-10-14,19.14,13.91,25.0,61.88,13.94,26.43,63.38,-1.5,0,
2021-10-15,16.88,13.36,22.95,65.79,12.06,23.27,61.7,4.090000000000003,0,
2021-10-16,16.73,13.77,22.48,67.46,14.6,22.91,67.04,0.4199999999999875,0,
2021-10-17,15.98,11.3,22.69,63.39,12.32,23.67,63.01,0.3800000000000025,0,
2021-10-18,15.78,11.83,19.06,62.84,12.68,20.16,62.17,0.6700000000000017,0,
2021-10-19,15.28,11.9,21.73,53.5,11.45,22.49,62.53,-9.03,0,
2021-10-20,14.53,12.38,21.24,64.76,13.83,21.87,62.72,2.0400000000000063,0,
2021-10-21,16.65,11.7,22.5,70.16,10.64,21.91,62.11,8.049999999999997,0,
2021-10-22,14.59,9.18,19.99,65.56,9.31,19.55,60.76,4.800000000000004,0,
2021-10-23,17.8,15.72,18.96,62.91,15.34,19.22,60.84,2.069999999999993,0,
2021-10-24,14.62,10.12,19.68,64.5,10.92,19.67,61.32,3.18,0,
2021-10-25,13.17,12.26,19.48,62.31,12.99,20.6,60.67,1.6400000000000006,0,
2021-10-26,18.45,12.46,20.89,66.38,12.61,19.51,60.21,6.169999999999995,0,
2021-10-27,13.0,9.62,19.54,57.87,9.65,20.49,61.16,-3.289999999999999,0,
2021-10-28,17.07,16.67,20.37,69.55,16.43,21.02,61.0,8.549999999999997,0,
2021-10-29,14.55,11.23,19.58,67.82,11.14,20.55,63.03,4.789999999999992,0,
2021-10-30,14.87,12.97,18.19,63.65,14.31,18.09,56.53,5.619999999999997,0,
2021-10-31,15.36,12.45,21.69,68.80999999999999,12.88,22.81,62.59,4.11999999999999,0,
2021-11-01,5.31,1.19,10.52,67.82000000000001,1.97,10.71,60.23,4.890000000000008,0,
2021-11-02,6.25,-0.01,13.86,66.03,0.1,14.39,55.58,7.149999999999999,0,
2021-11-03,18.87,15.09,23.92,88.49710098266603,17.22,23.81,60.46,24.13710098266602,0,
2021-11-04,17.1,10.86,20.04,64.11,10.46,19.05,59.28,0.3299999999999983,0,
2021-11-05,12.57,8.74,20.25,63.07,8.08,20.36,57.75,0.2199999999999988,0,
2021-11-06,16.61,11.1,20.27,78.53,10.46,20.58,58.5,20.03,1,residual_spike_with_precursor
2021-11-07,13.72,7.84,18.7,63.2,8.71,19.42,57.47,5.730000000000004,0,
2021-11-08,-0.92,-3.47,6.9,54.77,-4.06,5.54,59.36,-4.589999999999996,0,
2021-11-09,14.34,9.53,19.09,55.03,8.22,17.81,60.46,-5.43,0,
2021-11-10,7.19,1.35,15.37,60.48,1.94,14.48,59.87,0.6099999999999994,0,
2021-11-11,18.11,14.6,24.05,61.21,14.07,25.19,61.02,0.1899999999999977,0,
2021-11-12,-0.21,-1.18,7.42,55.4,-0.86,4.59,54.76,0.6400000000000006,0,
2021-11-13,1.39,-4.72,6.55,55.85,-5.46,6.66,54.95,0.8999999999999986,0,
2021-11-14,5.01,-0.35,8.17,55.97,0.01,8.34,56.8,-0.8299999999999983,0,
2021-11-15,13.67,10.08,20.28,62.27,10.1,18.93,56.76,5.510000000000005,0,
2021-11-16,14.87,8.98,22.74,53.9,9.88,22.09,59.82,-5.920000000000002,0,
2021-11-17,5.9,0.88,12.62,53.15,1.62,12.33,56.21,-3.0600000000000023,0,
2021-11-18,4.8,1.24,9.04,54.93,2.26,9.78,55.31,-0.3800000000000025,0,
2021-11-19,17.35,11.27,19.68,52.82,12.31,19.55,58.9,-6.079999999999998,0,
2021-11-20,6.42,2.85,10.33,55.92,1.91,11.24,56.57,-0.6499999999999986,0,
2021-11-21,0.5,-2.92,8.07,60.84,-2.92,9.46,54.69,6.150000000000006,0,
2021-11-22,12.02,8.88,16.18,58.75,6.09,14.96,58.68,0.0700000000000002,0,
2021-11-23,8.46,2.66,17.01,55.89,2.9,17.88,55.03,0.8599999999999994,0,
2021-11-24,14.48,9.69,19.14,53.43,9.81,20.06,58.09,-4.660000000000004,0,
2021-11-25,13.28,10.78,19.49,55.9,10.43,19.69,58.18,-2.280000000000001,0,
2021-11-26,5.15,0.41,8.36,52.82,0.82,7.69,54.21,-1.3900000000000006,0,
2021-11-27,-1.02,-6.46,0.73,52.22,-8.04,-0.03,53.39,-1.1700000000000017,0,
2021-11-28,8.46,3.64,13.28,58.31,5.31,15.92,53.57,4.740000000000002,0,
2021-11-29,14.7,13.33,20.65,60.63,11.86,21.12,58.57,2.0600000000000023,0,
2021-11-30,16.63,11.83,21.44,52.57,9.53,21.06,56.68,-4.109999999999999,0,
2021-12-01,0.82,-2.98,5.64,53.7,-0.29,5.72,52.79,0.9100000000000036,0,
2021-12-02,-3.29,-7.84,1.13,55.86,-7.69,-0.5,54.02,1.8399999999999963,0,
2021-12-03,0.92,-4.14,5.27,56.34,-4.28,4.07,52.12,4.220000000000006,0,
2021-12-04,-0.46,-3.24,5.29,56.98,-4.06,3.97,51.13,5.849999999999994,0,
2021-12-05,0.49,-3.07,5.62,47.06,-4.23,5.39,50.82,-3.759999999999998,0,
2021-12-06,-2.63,-6.53,1.19,50.01,-5.12,2.57,53.01,-3.0,0,
2021-12-07,3.06,-0.33,6.51,46.61,-1.02,4.51,51.27,-4.660000000000004,0,
2021-12-08,1.21,-2.85,5.12,54.49,-3.45,5.87,55.35,-0.8599999999999994,0,
2021-12-09,3.36,-0.73,8.64,51.94,-0.54,9.56,50.21,1.7299999999999969,0,
2021-12-10,1.16,-2.39,5.66,58.87,-1.86,4.68,55.21,3.6599999999999966,0,
2021-12-11,-3.08,-6.65,-0.68,51.31,-7.15,-0.81,51.59,-0.2800000000000011,0,
2021-12-12,3.47,-1.61,6.49,51.23,-0.82,5.4,52.41,-1.1799999999999995,0,
2021-12-13,0.21,-3.2,7.17,52.41,-2.54,6.63,51.85,0.5599999999999952,0,
2021-12-14,3.16,-2.26,6.76,49.89,-1.73,7.23,52.98,-3.0899999999999963,0,
2021-12-15,0.22,-3.2,4.91,59.73,-3.33,5.45,52.0,7.729999999999997,0,
2021-12-16,2.47,0.06,6.51,48.12,1.08,5.48,54.07,-5.950000000000003,0,
2021-12-17,2.24,-1.64,8.72,53.47,-0.39,9.19,52.78,0.6899999999999977,0,
2021-12-18,0.54,-2.38,4.85,59.55,-4.62,5.6,52.06,7.489999999999995,0,
2021-12-19,4.49,1.05,9.08,52.08,1.37,9.5,52.06,0.019999999999996,0,
2021-12-20,1.97,-1.8,6.62,51.18,-2.89,6.93,51.89,-0.7100000000000009,0,
2021-12-21,-0.97,-6.53,4.47,50.4,-6.92,4.67,51.72,-1.3200000000000005,0,
2021-12-22,1.45,-3.44,6.11,48.38,-3.34,7.28,49.04,-0.6599999999999966,0,
2021-12-23,-1.12,-4.89,4.37,54.3,-4.05,5.1,49.22,5.079999999999998,0,
2021-12-24,0.91,-2.65,7.51,44.95,-2.57,7.24,52.95,-8.0,0,
2021-12-25,0.15,-2.89,3.16,56.9,-3.1,1.81,51.22,5.68,0,
2021-12-26,1.9,-1.01,6.38,46.02,-1.76,6.55,51.29,-5.269999999999996,0,
2021-12-27,0.01,-3.73,6.28,50.4,-4.5,6.02,51.39,-0.990000000000002,0,
2021-12-28,-3.54,-6.18,-0.79,48.9,-7.36,0.9,50.49,-1.5900000000000034,0,
2021-12-29,-0.38,-2.63,6.1,52.69,-2.79,4.86,50.52,2.1699999999999946,0,
2021-12-30,3.82,-0.52,10.28,44.89,0.11,8.04,50.8,-5.909999999999997,0,
2021-12-31,1.96,-0.85,4.76,52.96,-0.87,4.74,51.25,1.7100000000000009,0,
2022-01-01,-0.02,-2.78,4.76,56.87,-2.41,5.47,49.38,7.489999999999995,0,
2022-01-02,5.95,4.53,9.1,47.44,4.48,9.14,52.49,-5.050000000000004,0,
2022-01-03,-0.26,-3.43,4.96,48.89,-3.99,4.61,48.19,0.7000000000000028,0,
2022-01-04,5.11,0.34,6.51,50.06,1.5,7.79,52.51,-2.449999999999996,0,
2022-01-05,-1.74,-4.51,-1.23,51.76,-4.08,-1.08,50.18,1.5799999999999983,0,
2022-01-06,-0.12,-3.47,3.54,50.78,-3.7,3.83,50.7,0.0799999999999983,0,
2022-01-07,-2.07,-2.92,-1.0,48.7,-3.82,-0.82,51.07,-2.369999999999997,0,
2022-01-08,3.19,1.06,7.32,55.45,1.59,9.57,53.64,1.8100000000000025,0,
2022-01-09,-2.33,-4.99,2.73,58.26,-6.26,0.92,51.58,6.68,0,
2022-01-10,2.96,0.04,9.33,47.91,0.79,10.47,48.62,-0.7100000000000009,0,
2022-01-11,-4.34,-8.83,-1.06,49.81,-10.41,-1.67,47.15,2.660000000000004,0,
2022-01-12,-11.98,-13.44,-10.79,41.56,-15.17,-12.17,46.35,-4.789999999999999,0,
2022-01-13,1.75,0.45,2.72,46.65,-0.78,2.22,50.19,-3.539999999999999,0,
2022-01-14,2.52,-3.04,8.97,53.47,-4.46,8.09,51.72,1.75,0,
2022-01-15,-0.26,-3.24,5.86,54.9,-2.74,5.55,49.41,5.490000000000002,0,
2022-01-16,2.19,0.77,8.82,52.83,-0.16,7.89,51.52,1.3099999999999952,0,
2022-01-17,-2.36,-6.35,4.28,47.73,-5.38,4.14,48.89,-1.1600000000000037,0,
2022-01-18,-1.22,-4.52,2.93,48.92,-4.66,0.72,48.92,0.0,0,
2022-01-19,2.26,-1.19,3.44,43.25,-0.92,2.25,47.88,-4.630000000000003,0,
2022-01-20,2.99,-0.33,4.42,51.04,-0.44,4.41,48.81,2.229999999999997,0,
2022-01-21,-4.32,-8.86,0.16,50.33,-9.03,0.85,47.07,3.259999999999998,0,
2022-01-22,-8.85,-12.6,-6.34,44.69,-13.31,-6.46,46.36,-1.6700000000000017,0,
2022-01-23,-1.39,-4.47,4.59,49.96,-2.4,2.93,51.7,-1.740000000000002,0,
2022-01-24,-3.97,-7.62,2.36,49.15,-6.65,1.69,48.16,0.990000000000002,0,
2022-01-25,5.62,2.03,10.1,53.62,1.66,11.63,55.23,-1.6099999999999994,0,
2022-01-26,-7.79,-8.54,-1.39,49.55,-6.98,-1.1,49.79,-0.240000000000002,0,
2022-01-27,4.38,2.97,7.43,59.0,1.31,8.21,51.23,7.770000000000003,0,
2022-01-28,-2.3,-7.37,2.18,47.28,-6.78,2.85,48.19,-0.9099999999999966,0,
2022-01-29,-0.4,-1.53,2.22,49.62,-3.01,1.78,50.94,-1.3200000000000005,0,
2022-01-30,3.95,-0.27,8.43,47.65,0.19,6.65,50.05,-2.3999999999999986,0,
2022-01-31,-4.98,-7.36,-0.04,52.21,-6.35,-1.93,49.46,2.75,0,
2022-02-01,1.99,-2.21,9.32,54.24,-3.28,8.08,54.91,-0.6699999999999946,0,
2022-02-02,0.98,-4.04,3.18,47.28,-4.8,2.9,49.68,-2.3999999999999986,0,
2022-02-03,5.8,2.18,11.36,58.25,2.75,11.28,53.36,4.890000000000001,0,
2022-02-04,1.02,-2.07,4.69,54.53,-2.16,5.92,49.27,5.259999999999998,0,
2022-02-05,5.58,0.42,7.69,48.57,0.16,8.91,50.79,-2.219999999999999,0,
2022-02-06,4.67,3.74,10.27,47.47,5.19,8.52,54.37,-6.899999999999999,0,
2022-02-07,2.12,-2.59,7.73,53.66,-1.9,7.56,49.93,3.729999999999997,0,
2022-02-08,1.32,0.21,7.03,51.26,1.06,7.32,53.79,-2.530000000000001,0,
2022-02-09,3.52,0.26,9.41,55.41,0.13,8.69,52.48,2.93,0,
2022-02-10,7.0,5.24,14.18,44.44,6.24,14.12,51.73,-7.289999999999999,0,
2022-02-11,3.7,1.18,10.03,55.94,1.51,9.99,52.63,3.309999999999995,0,
2022-02-12,3.43,0.03,6.72,47.99,0.4,6.31,52.47,-4.479999999999997,0,
2022-02-13,2.55,0.49,6.22,54.7,0.42,6.66,52.0,2.700000000000003,0,
2022-02-14,2.22,-1.16,6.84,48.8,-1.17,7.59,48.75,0.0499999999999971,0,
2022-02-15,1.63,-1.56,3.19,45.84,-1.75,3.9,49.37,-3.529999999999994,0,
2022-02-16,2.95,1.18,5.61,49.25,-0.61,5.02,50.76,-1.509999999999998,0,
2022-02-17,3.17,0.46,6.46,53.69,0.65,7.69,51.15,2.539999999999999,0,
2022-02-18,0.17,-4.7,5.25,52.15,-5.61,4.98,51.76,0.3900000000000005,0,
2022-02-19,7.53,4.84,13.37,55.22,5.71,13.39,53.06,2.1599999999999966,0,
2022-02-20,6.47,4.45,10.5,57.65,4.78,10.49,50.34,7.309999999999995,0,
2022-02-21,0.26,-3.33,5.71,45.99,-3.99,6.74,51.78,-5.789999999999999,0,
2022-02-22,0.87,-2.92,6.41,58.3,-2.77,6.69,52.32,5.979999999999997,0,
2022-02-23,2.02,0.71,7.12,53.08,-0.89,8.04,52.69,0.3900000000000005,0,
2022-02-24,9.65,3.32,10.96,50.67,2.24,10.88,54.0,-3.3299999999999983,0,
2022-02-25,1.49,0.32,5.56,48.02,-0.03,4.63,52.95,-4.93,0,
2022-02-26,12.71,8.53,19.28,54.35,7.69,19.25,55.05,-0.6999999999999957,0,
2022-02-27,1.89,0.58,5.71,55.17,-1.87,6.96,51.76,3.410000000000004,0,
2022-02-28,1.58,-0.09,8.51,49.47,0.79,9.59,49.94,-0.4699999999999988,0,
2022-03-01,1.33,-1.5,4.76,57.93,-1.9,4.59,52.34,5.589999999999996,0,
2022-03-02,5.65,-0.3,12.2,47.95,-0.36,13.22,53.32,-5.369999999999997,0,
2022-03-03,15.05,8.86,18.61,54.86,10.07,18.71,54.9,-0.0399999999999991,0,
2022-03-04,2.02,-2.09,8.35,45.97,-1.33,8.45,50.6,-4.630000000000003,0,
2022-03-05,7.34,2.59,12.53,53.19,1.43,12.86,51.84,1.3499999999999943,0,
2022-03-06,5.1,2.13,11.54,58.33,2.2,10.22,55.05,3.280000000000001,0,
2022-03-07,9.03,6.85,14.06,52.58,7.6,14.21,54.14,-1.5600000000000025,0,
2022-03-08,6.84,4.03,13.74,47.14,4.06,14.76,55.14,-8.0,0,
2022-03-09,4.65,-1.85,8.4,53.6,-2.48,7.47,52.86,0.740000000000002,0,
2022-03-10,7.99,2.38,15.07,56.0,2.2,15.45,54.38,1.6199999999999974,0,
2022-03-11,3.04,-0.68,4.81,55.45,-0.24,4.16,53.95,1.5,0,
2022-03-12,5.75,2.4,10.66,57.64,2.68,8.04,53.07,4.57,0,
2022-03-13,15.77,12.18,20.51,52.2,12.17,20.4,56.17,-3.969999999999999,0,
2022-03-14,11.32,5.37,16.6,56.89,5.51,15.5,54.38,2.509999999999998,0,
2022-03-15,7.93,5.25,11.82,58.24,5.9,12.38,53.83,4.410000000000004,0,
2022-03-16,8.15,2.18,12.6,47.4,1.64,11.97,53.98,-6.579999999999998,0,
2022-03-17,10.36,4.39,13.42,56.27,5.57,14.52,55.09,1.1799999999999995,0,
2022-03-18,4.6,1.67,12.14,52.17,1.32,12.96,54.04,-1.8699999999999972,0,
2022-03-19,9.69,3.62,13.69,56.58,3.58,14.26,56.88,-0.3000000000000042,0,
2022-03-20,6.1,-0.21,11.81,54.59,0.18,11.85,53.31,1.2800000000000011,0,
2022-03-21,10.16,5.78,14.66,53.48,5.3,15.73,55.28,-1.8000000000000045,0,
2022-03-22,5.48,1.52,9.49,51.47,3.8,10.23,53.97,-2.5,0,
2022-03-23,6.88,2.79,13.2,57.76,3.66,12.75,57.64,0.1199999999999974,0,
2022-03-24,13.14,9.9,17.54,52.9,10.71,17.68,56.92,-4.020000000000003,0,
2022-03-25,9.13,3.3,13.21,53.13,3.13,11.87,57.14,-4.009999999999998,0,
2022-03-26,9.99,7.42,15.09,56.67,7.64,15.48,54.15,2.520000000000003,0,
2022-03-27,3.21,-4.71,10.6,51.17,-3.72,10.96,55.42,-4.25,0,
2022-03-28,5.94,0.74,11.53,59.42,-0.49,11.18,56.95,2.469999999999999,0,
2022-03-29,6.66,0.0,13.02,57.74,-1.19,13.37,56.03,1.7100000000000009,0,
2022-03-30,10.71,7.32,18.03,52.58,6.96,17.94,58.96,-6.380000000000003,0,
2022-03-31,5.49,2.45,12.41,53.05,1.05,13.15,55.56,-2.510000000000005,0,
2022-04-01,19.44,13.01,27.69,65.91,13.49,27.92,61.49,4.419999999999995,0,
2022-04-02,20.37,15.07,27.19,59.35,15.44,29.66,62.98,-3.629999999999996,0,
2022-04-03,15.22,8.22,23.57,56.44,6.8,22.96,58.15,-1.7100000000000009,0,
2022-04-04,18.42,15.16,24.73,60.49,15.22,22.76,58.78,1.7100000000000009,0,
2022-04-05,14.21,8.87,23.15,64.08,8.29,21.76,61.18,2.8999999999999986,0,
2022-04-06,16.96,15.71,19.54,60.31,15.92,18.92,61.24,-0.9299999999999996,0,
2022-04-07,17.55,12.82,24.52,56.65,13.52,25.92,58.86,-2.210000000000001,0,
2022-04-08,14.89,10.45,23.42,64.17,9.6,23.76,58.9,5.270000000000003,0,
2022-04-09,16.15,10.86,24.88,65.91,12.1,25.2,59.47,6.439999999999998,0,
2022-04-10,14.77,9.82,21.07,60.91,10.32,21.97,57.29,3.619999999999997,0,
2022-04-11,14.14,8.83,19.57,58.04,9.39,20.43,57.73,0.3100000000000023,0,
2022-04-12,18.51,11.44,26.86,56.07,11.89,25.66,59.06,-2.990000000000002,0,
2022-04-13,14.65,10.71,17.91,54.97,10.35,17.46,58.04,-3.0700000000000003,0,
2022-04-14,21.01,17.48,24.82,62.7,15.89,26.43,60.77,1.93,0,
2022-04-15,15.26,6.79,20.29,61.42,5.51,22.56,59.87,1.5500000000000045,0,
2022-04-16,16.08,11.86,21.96,67.88,11.69,23.01,62.7,5.179999999999993,0,
2022-04-17,20.17,16.55,27.05,62.53,18.54,27.02,60.12,2.410000000000004,0,
2022-04-18,17.07,12.69,23.84,56.92,12.9,24.21,62.48,-5.559999999999995,0,
2022-04-19,13.81,9.88,19.72,63.9,9.45,20.78,60.01,3.890000000000001,0,
2022-04-20,12.96,4.78,19.43,56.24,4.73,20.16,59.94,-3.699999999999996,0,
2022-04-21,17.96,11.28,23.58,60.77,11.76,21.92,62.19,-1.4199999999999946,0,
2022-04-22,18.84,11.57,24.51,60.71,12.48,25.39,59.78,0.9299999999999996,0,
2022-04-23,17.19,11.25,23.64,69.47,11.66,23.93,62.09,7.3799999999999955,0,
2022-04-24,19.69,13.04,28.67,70.85,13.59,30.16,62.85,7.999999999999993,0,
2022-04-25,19.97,16.15,25.08,65.3,16.13,23.51,63.06,2.239999999999995,0,
2022-04-26,20.34,17.85,28.57,63.0,16.2,29.06,63.68,-0.6799999999999997,0,
2022-04-27,14.46,7.19,19.37,66.73,6.9,20.21,64.76,1.9699999999999989,0,
2022-04-28,12.0,7.88,16.55,63.23,8.59,16.98,59.94,3.289999999999999,0,
2022-04-29,19.32,15.73,23.62,60.61,15.69,24.86,61.8,-1.1899999999999975,0,
2022-04-30,13.88,6.77,17.34,66.81,6.97,18.05,60.16,6.650000000000006,0,
2022-05-01,20.26,15.09,26.2,63.26,15.1,26.68,62.4,0.8599999999999994,0,
2022-05-02,20.7,13.77,25.47,63.97,13.36,24.82,62.13,1.8399999999999963,0,
2022-05-03,17.23,10.98,23.07,67.0,10.76,23.44,64.53,2.469999999999999,0,
2022-05-04,12.35,7.1,18.6,65.71,8.51,17.81,64.15,1.559999999999988,0,
2022-05-05,14.2,7.12,19.81,64.51,7.38,19.35,61.4,3.1100000000000065,0,
2022-05-06,20.35,16.17,22.96,59.86,15.89,22.22,62.14,-2.280000000000001,0,
2022-05-07,12.42,7.99,18.44,61.11,7.7,19.68,63.17,-2.0600000000000023,0,
2022-05-08,18.24,13.8,22.45,58.59,14.92,22.33,62.66,-4.069999999999993,0,
2022-05-09,13.45,12.35,20.39,66.0,12.23,20.63,64.37,1.6299999999999957,0,
2022-05-10,16.54,11.89,21.67,66.74,12.58,21.09,63.86,2.8799999999999955,0,
2022-05-11,19.87,15.88,25.9,64.04,16.11,26.32,62.35,1.6900000000000048,0,
2022-05-12,20.89,14.92,22.58,72.49,16.62,20.75,66.29,6.199999999999989,0,
2022-05-13,16.88,14.3,23.97,67.25,13.85,21.98,67.27,-0.019999999999996,0,
2022-05-14,22.1,17.01,27.69,66.87,17.89,27.28,64.39,2.480000000000004,0,
2022-05-15,17.62,12.44,20.24,59.3,12.32,19.59,63.34,-4.040000000000006,0,
2022-05-16,17.29,10.18,23.87,63.55,11.1,23.42,64.98,-1.4300000000000068,0,
2022-05-17,12.34,9.47,18.38,66.98,8.71,16.2,64.41,2.5700000000000074,0,
2022-05-18,17.65,12.62,24.11,69.18,13.66,26.13,66.04,3.140000000000001,0,
2022-05-19,14.77,6.65,21.28,66.23,6.96,20.66,67.31,-1.0799999999999983,0,
2022-05-20,17.18,12.67,23.95,64.78,13.79,23.07,65.04,-0.2600000000000051,0,
2022-05-21,18.95,14.42,25.05,58.87,15.32,26.18,64.48,-5.610000000000007,0,
2022-05-22,20.54,13.67,24.5,62.14,14.57,24.17,63.46,-1.3200000000000005,0,
2022-05-23,20.84,13.1,26.29,68.12,13.1,26.99,64.82,3.300000000000012,0,
2022-05-24,20.52,13.84,26.46,68.24,13.06,26.48,66.11,2.1299999999999955,0,
2022-05-25,13.54,11.89,19.74,69.84,12.65,20.6,67.99,1.8500000000000083,0,
2022-05-26,13.59,10.57,15.26,63.27,11.25,14.97,63.67,-0.3999999999999986,0,
2022-05-27,11.94,4.14,15.6,64.41,5.04,15.9,64.5,-0.0900000000000034,0,
2022-05-28,20.72,14.13,26.81,64.17,14.91,25.97,66.69,-2.519999999999996,0,
2022-05-29,19.5,14.31,25.43,70.48,12.87,25.53,68.45,2.030000000000001,0,
2022-05-30,18.1,15.5,24.25,72.52,16.4,24.76,70.55,1.9699999999999989,0,
